tier,source_tools,source_commands,combined_command_template,combination_description,is_valid_combination,category,input_nl,target_command
T2xT2,rm+chown,rm path/to/file1 path/to/file2 ... | chown :group path/to/file_or_directory,rm file1.txt file2.txt && chown :staff file1.txt file2.txt,remove specific files and then change their group ownership,True,Direct,remove the downloaded files and give them to the staff group,rm download1.txt download2.txt && chown :staff download1.txt download2.txt
T2xT2,rm+chown,rm path/to/file1 path/to/file2 ... | chown :group path/to/file_or_directory,rm file1.txt file2.txt && chown :staff file1.txt file2.txt,remove specific files and then change their group ownership,True,Noob,can you delete these files for me and change who owns them to the wheel group?,rm config1.txt config2.txt && chown :wheel config1.txt config2.txt
T2xT2,rm+chown,rm path/to/file1 path/to/file2 ... | chown :group path/to/file_or_directory,rm file1.txt file2.txt && chown :staff file1.txt file2.txt,remove specific files and then change their group ownership,True,ChatGPT-style,please delete the cached files and ensure the admin group owns them,rm cache1.txt cache2.txt && chown :admin cache1.txt cache2.txt
T2xT2,rm+chown,rm path/to/file1 path/to/file2 ... | chown :group path/to/file_or_directory,rm file1.txt file2.txt && chown :staff file1.txt file2.txt,remove specific files and then change their group ownership,True,Broken English,delete report.pdf and give it to staff group,rm report.pdf && chown :staff report.pdf
T2xT2,kill+node,kill -l | node,kill -l && node,display available signal names and start a node repl,True,Lazy,kill list node,kill -l && node
T2xT2,kill+node,kill -l | node,kill -l && node,display available signal names and start a node repl,True,Power,list signals and start node repl,kill -l && node
T2xT2,kill+node,kill -l | node,kill -l && node,display available signal names and start a node repl,True,Direct,show available signals and launch node,kill -l && node
T2xT2,kill+node,kill -l | node,kill -l && node,display available signal names and start a node repl,True,Noob,i need to see the signals and open node,kill -l && node
T2xT2,kill+node,kill -l | node,kill -l && node,display available signal names and start a node repl,True,ChatGPT-style,can you show me the signals and open node?,kill -l && node
T2xT2,kill+node,kill -l | node,kill -l && node,display available signal names and start a node repl,True,Broken English,show signals start node,kill -l && node
T2xT2,kill+dd,kill -l | kill -USR1 $(pgrep ^dd),kill -USR1 $(pgrep ^dd),sends a signal to the running dd process to report its progress,True,Lazy,dd progress,kill -USR1 $(pgrep ^dd)
T2xT2,kill+dd,kill -l | kill -USR1 $(pgrep ^dd),kill -USR1 $(pgrep ^dd),sends a signal to the running dd process to report its progress,True,Power,get dd progress via signal,kill -USR1 $(pgrep ^dd)
T2xT2,kill+dd,kill -l | kill -USR1 $(pgrep ^dd),kill -USR1 $(pgrep ^dd),sends a signal to the running dd process to report its progress,True,Direct,show the current speed and progress of the dd command,kill -USR1 $(pgrep ^dd)
T2xT2,kill+dd,kill -l | kill -USR1 $(pgrep ^dd),kill -USR1 $(pgrep ^dd),sends a signal to the running dd process to report its progress,True,Noob,how do i see how far the disk image is copying?,kill -USR1 $(pgrep ^dd)
T2xT2,kill+dd,kill -l | kill -USR1 $(pgrep ^dd),kill -USR1 $(pgrep ^dd),sends a signal to the running dd process to report its progress,True,ChatGPT-style,what is the easiest way to check the status of my dd copy?,kill -USR1 $(pgrep ^dd)
T2xT2,kill+dd,kill -l | kill -USR1 $(pgrep ^dd),kill -USR1 $(pgrep ^dd),sends a signal to the running dd process to report its progress,True,Broken English,dd stuck show progress now,kill -USR1 $(pgrep ^dd)
T2xT2,mvn+touch,mvn clean | touch path/to/file{a..z},mvn clean && touch /tmp/test_project/target/file{a..z},clears the maven build directory and creates a series of test files with alphabetical suffixes,True,Lazy,mvn clean touch target/file{a..z},mvn clean && touch /tmp/test_project/target/file{a..z}
T2xT2,mvn+touch,mvn clean | touch path/to/file{a..z},mvn clean && touch /tmp/test_project/target/file{a..z},clears the maven build directory and creates a series of test files with alphabetical suffixes,True,Power,clean maven project and create a range of files in the target folder,mvn clean && touch /tmp/test_project/target/file{a..z}
T2xT2,mvn+touch,mvn clean | touch path/to/file{a..z},mvn clean && touch /tmp/test_project/target/file{a..z},clears the maven build directory and creates a series of test files with alphabetical suffixes,True,Direct,remove the maven build artifacts and generate new files labeled a through z,mvn clean && touch /tmp/test_project/target/file{a..z}
T2xT2,mvn+touch,mvn clean | touch path/to/file{a..z},mvn clean && touch /tmp/test_project/target/file{a..z},clears the maven build directory and creates a series of test files with alphabetical suffixes,True,Noob,help me clear out my project files and then make a bunch of new ones starting with a,mvn clean && touch /tmp/test_project/target/file{a..z}
T2xT2,mvn+touch,mvn clean | touch path/to/file{a..z},mvn clean && touch /tmp/test_project/target/file{a..z},clears the maven build directory and creates a series of test files with alphabetical suffixes,True,ChatGPT-style,please execute a command that cleans the maven build directory and also creates multiple files named filea to filez,mvn clean && touch /tmp/test_project/target/file{a..z}
T2xT2,mvn+touch,mvn clean | touch path/to/file{a..z},mvn clean && touch /tmp/test_project/target/file{a..z},clears the maven build directory and creates a series of test files with alphabetical suffixes,True,Broken English,clean maven then touch file a to z,mvn clean && touch /tmp/test_project/target/file{a..z}
T2xT2,mvn+cp,mvn clean | cp path/to/source_file path/to/target_file,mvn clean && cp source.txt destination.txt,delete build artifacts and copy a file to a new location,True,Lazy,mvn clean cp,mvn clean && cp source.txt destination.txt
T2xT2,mvn+cp,mvn clean | cp path/to/source_file path/to/target_file,mvn clean && cp source.txt destination.txt,delete build artifacts and copy a file to a new location,True,Power,clean project artifacts and copy a config file,mvn clean && cp config.xml backup/config.xml
T2xT2,mvn+cp,mvn clean | cp path/to/source_file path/to/target_file,mvn clean && cp source.txt destination.txt,delete build artifacts and copy a file to a new location,True,Direct,clean the maven build directory and copy the log file to the desktop,mvn clean && cp logs.txt ~/Desktop/logs.txt
T2xT2,mvn+cp,mvn clean | cp path/to/source_file path/to/target_file,mvn clean && cp source.txt destination.txt,delete build artifacts and copy a file to a new location,True,Noob,can you clean up the maven folder and move the text file over there?,mvn clean && cp notes.txt /tmp/notes.txt
T2xT2,mvn+cp,mvn clean | cp path/to/source_file path/to/target_file,mvn clean && cp source.txt destination.txt,delete build artifacts and copy a file to a new location,True,ChatGPT-style,please clean the maven build and copy the output file to my project folder,mvn clean && cp output.jar ./target/output.jar
T2xT2,mvn+cp,mvn clean | cp path/to/source_file path/to/target_file,mvn clean && cp source.txt destination.txt,delete build artifacts and copy a file to a new location,True,Broken English,clean build and copy readme file,mvn clean && cp readme.md /tmp/readme.md
T2xT2,mvn+mysql,mvn clean | mysql database_name,mvn clean && mysql database_name,clean the build directory and then connect to the database,True,Lazy,clean build and connect mysql,mvn clean && mysql test_db
T2xT2,mvn+mysql,mvn clean | mysql database_name,mvn clean && mysql database_name,clean the build directory and then connect to the database,True,Power,execute maven clean and connect to the database,mvn clean && mysql production
T2xT2,mvn+mysql,mvn clean | mysql database_name,mvn clean && mysql database_name,clean the build directory and then connect to the database,True,Direct,remove artifacts from target and connect to the database,mvn clean && mysql main_db
T2xT2,mvn+mysql,mvn clean | mysql database_name,mvn clean && mysql database_name,clean the build directory and then connect to the database,True,Noob,i want to clear my project build files and then open the database,mvn clean && mysql mydb
T2xT2,mvn+mysql,mvn clean | mysql database_name,mvn clean && mysql database_name,clean the build directory and then connect to the database,True,ChatGPT-style,what is the command to clean the project and then access the database?,mvn clean && mysql staging_db
T2xT2,mvn+mysql,mvn clean | mysql database_name,mvn clean && mysql database_name,clean the build directory and then connect to the database,True,Broken English,clean project then mysql connect,mvn clean && mysql local
T2xT2,mvn+make,mvn clean | make,mvn clean && make,clean maven build artifacts and then run the default make target,True,Lazy,clean build then make,mvn clean && make
T2xT2,mvn+make,mvn clean | make,mvn clean && make,clean maven build artifacts and then run the default make target,True,Power,execute maven clean and then invoke make all,mvn clean && make
T2xT2,mvn+make,mvn clean | make,mvn clean && make,clean maven build artifacts and then run the default make target,True,Direct,remove the target folder and rebuild the project with make,mvn clean && make
T2xT2,mvn+make,mvn clean | make,mvn clean && make,clean maven build artifacts and then run the default make target,True,Noob,i need to delete the old build files and start over building the project,mvn clean && make
T2xT2,mvn+make,mvn clean | make,mvn clean && make,clean maven build artifacts and then run the default make target,True,ChatGPT-style,what is the best way to delete the build directory and then recompile the project using make?,mvn clean && make
T2xT2,mvn+make,mvn clean | make,mvn clean && make,clean maven build artifacts and then run the default make target,True,Broken English,delete target folder run make rebuild,mvn clean && make
T2xT2,mvn+pnpm,mvn clean | pnpm init,mvn clean && pnpm init,clean the maven build directory then initialize a node project,True,Lazy,mvn clean && pnpm init,mvn clean && pnpm init
T2xT2,mvn+pnpm,mvn clean | pnpm init,mvn clean && pnpm init,clean the maven build directory then initialize a node project,True,Power,execute maven clean and then initialize a project with pnpm,mvn clean && pnpm init
T2xT2,mvn+pnpm,mvn clean | pnpm init,mvn clean && pnpm init,clean the maven build directory then initialize a node project,True,Direct,remove all compiled files from the target directory and create a package.json,mvn clean && pnpm init
T2xT2,mvn+pnpm,mvn clean | pnpm init,mvn clean && pnpm init,clean the maven build directory then initialize a node project,True,Noob,how do i clean up the build folder and start a new project?,mvn clean && pnpm init
T2xT2,mvn+pnpm,mvn clean | pnpm init,mvn clean && pnpm init,clean the maven build directory then initialize a node project,True,ChatGPT-style,what is the command to delete build artifacts and set up a node project?,mvn clean && pnpm init
T2xT2,mvn+pnpm,mvn clean | pnpm init,mvn clean && pnpm init,clean the maven build directory then initialize a node project,True,Broken English,clean maven target folder then create package json,mvn clean && pnpm init
T2xT2,mvn+vagrant,mvn clean | vagrant up,mvn clean && vagrant up,clean the maven build directory and then start the vagrant virtual machine,True,Lazy,mvn clean && vagrant up,mvn clean && vagrant up
T2xT2,mvn+vagrant,mvn clean | vagrant up,mvn clean && vagrant up,clean the maven build directory and then start the vagrant virtual machine,True,Power,clean build artifacts and provision vm,mvn clean && vagrant up
T2xT2,mvn+vagrant,mvn clean | vagrant up,mvn clean && vagrant up,clean the maven build directory and then start the vagrant virtual machine,True,Direct,remove the target directory and start the vagrant box,mvn clean && vagrant up
T2xT2,mvn+vagrant,mvn clean | vagrant up,mvn clean && vagrant up,clean the maven build directory and then start the vagrant virtual machine,True,Noob,how do i get my project ready to run by cleaning it and starting the server?,mvn clean && vagrant up
T2xT2,mvn+vagrant,mvn clean | vagrant up,mvn clean && vagrant up,clean the maven build directory and then start the vagrant virtual machine,True,ChatGPT-style,what is the best way to prepare my project environment and start the virtual machine?,mvn clean && vagrant up
T2xT2,mvn+vagrant,mvn clean | vagrant up,mvn clean && vagrant up,clean the maven build directory and then start the vagrant virtual machine,True,Broken English,clean target start vagrant,mvn clean && vagrant up
T2xT2,socat+node,socat - UDP4-RECVFROM:5000 | node,socat - UDP4-RECVFROM:5000 | node,listen for UDP multicast data and pass it to a node REPL for processing,True,Lazy,socat node udp 5000,socat - UDP4-RECVFROM:5000 | node
T2xT2,socat+node,socat - UDP4-RECVFROM:5000 | node,socat - UDP4-RECVFROM:5000 | node,listen for UDP multicast data and pass it to a node REPL for processing,True,Power,pipe multicast udp to node repl,socat - UDP4-RECVFROM:5000 | node
T2xT2,socat+node,socat - UDP4-RECVFROM:5000 | node,socat - UDP4-RECVFROM:5000 | node,listen for UDP multicast data and pass it to a node REPL for processing,True,Direct,receive multicast data on port 5000 and feed it into node,socat - UDP4-RECVFROM:5000 | node
T2xT2,socat+node,socat - UDP4-RECVFROM:5000 | node,socat - UDP4-RECVFROM:5000 | node,listen for UDP multicast data and pass it to a node REPL for processing,True,Noob,can you help me start a node repl that listens to a udp port?,socat - UDP4-RECVFROM:5000 | node
T2xT2,socat+node,socat - UDP4-RECVFROM:5000 | node,socat - UDP4-RECVFROM:5000 | node,listen for UDP multicast data and pass it to a node REPL for processing,True,ChatGPT-style,what is the best way to connect a node script to a udp multicast?,socat - UDP4-RECVFROM:5000 | node
T2xT2,socat+node,socat - UDP4-RECVFROM:5000 | node,socat - UDP4-RECVFROM:5000 | node,listen for UDP multicast data and pass it to a node REPL for processing,True,Broken English,node listen udp socat,socat - UDP4-RECVFROM:5000 | node
T2xT2,socat+dd,socat - UDP4-RECVFROM:5000 | kill -USR1 $(pgrep ^dd),socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd),start receiving UDP data and check the progress of a background dd process,True,Lazy,socat udp kill dd,socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd)
T2xT2,socat+dd,socat - UDP4-RECVFROM:5000 | kill -USR1 $(pgrep ^dd),socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd),start receiving UDP data and check the progress of a background dd process,True,Power,run udp listener and check dd status,socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd)
T2xT2,socat+dd,socat - UDP4-RECVFROM:5000 | kill -USR1 $(pgrep ^dd),socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd),start receiving UDP data and check the progress of a background dd process,True,Direct,listen for udp multicast on port 5000 and verify dd progress,socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd)
T2xT2,socat+dd,socat - UDP4-RECVFROM:5000 | kill -USR1 $(pgrep ^dd),socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd),start receiving UDP data and check the progress of a background dd process,True,Noob,i need to catch some udp packets and make sure my copy is working,socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd)
T2xT2,socat+dd,socat - UDP4-RECVFROM:5000 | kill -USR1 $(pgrep ^dd),socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd),start receiving UDP data and check the progress of a background dd process,True,ChatGPT-style,can you help me set up a udp listener and check the status of a data transfer?,socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd)
T2xT2,socat+dd,socat - UDP4-RECVFROM:5000 | kill -USR1 $(pgrep ^dd),socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd),start receiving UDP data and check the progress of a background dd process,True,Broken English,start udp receive and check dd progress,socat - UDP4-RECVFROM:5000 && kill -USR1 $(pgrep ^dd)
T2xT2,socat+perl,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/regex1/ and m/regex2/i',socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/error/ and m/fatal/i',listen for multicast data and filter it using a perl regex,True,Lazy,socat perl error fatal,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/error/ and m/fatal/i'
T2xT2,socat+perl,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/regex1/ and m/regex2/i',socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/error/ and m/fatal/i',listen for multicast data and filter it using a perl regex,True,Power,listen for multicast udp and grep for error pattern,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/exception/ and m/critical/i'
T2xT2,socat+perl,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/regex1/ and m/regex2/i',socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/error/ and m/fatal/i',listen for multicast data and filter it using a perl regex,True,Direct,capture multicast traffic on port 5000 and print lines with errors,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/warning/ and m/critical/i'
T2xT2,socat+perl,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/regex1/ and m/regex2/i',socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/error/ and m/fatal/i',listen for multicast data and filter it using a perl regex,True,Noob,can you help me watch a udp stream and only show messages that say error and critical?,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/warning/ and m/critical/i'
T2xT2,socat+perl,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/regex1/ and m/regex2/i',socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/error/ and m/fatal/i',listen for multicast data and filter it using a perl regex,True,ChatGPT-style,what is the command to receive data on port 5000 and filter out specific log messages?,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/debug/ and m/info/i'
T2xT2,socat+perl,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/regex1/ and m/regex2/i',socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/error/ and m/fatal/i',listen for multicast data and filter it using a perl regex,True,Broken English,multicast udp listen filter error,socat - UDP4-RECVFROM:5000 | perl -n -e 'print if m/debug/ and m/info/i'
T2xT2,ansible+cp,ansible group --list-hosts | cp path/to/source_file path/to/target_file,ansible group --list-hosts && cp path/to/source_file path/to/target_file,list the hosts in a specific ansible group and then copy a file to a target location,True,Lazy,ansible web && cp src dest,ansible web --list-hosts && cp src dest
T2xT2,ansible+cp,ansible group --list-hosts | cp path/to/source_file path/to/target_file,ansible group --list-hosts && cp path/to/source_file path/to/target_file,list the hosts in a specific ansible group and then copy a file to a target location,True,Power,list hosts in db group and copy config file to server backup dir,ansible db --list-hosts && cp config.ini /var/backups/config.ini
T2xT2,ansible+cp,ansible group --list-hosts | cp path/to/source_file path/to/target_file,ansible group --list-hosts && cp path/to/source_file path/to/target_file,list the hosts in a specific ansible group and then copy a file to a target location,True,Direct,show the hosts defined in the frontend group and copy the api key,ansible frontend --list-hosts && cp api_key.txt api_key_backup.txt
T2xT2,ansible+cp,ansible group --list-hosts | cp path/to/source_file path/to/target_file,ansible group --list-hosts && cp path/to/source_file path/to/target_file,list the hosts in a specific ansible group and then copy a file to a target location,True,Noob,i want to see which servers are in the dev group and copy the log file,ansible dev --list-hosts && cp logs.txt logs_backup.txt
T2xT2,ansible+cp,ansible group --list-hosts | cp path/to/source_file path/to/target_file,ansible group --list-hosts && cp path/to/source_file path/to/target_file,list the hosts in a specific ansible group and then copy a file to a target location,True,ChatGPT-style,what is the best way to get the list of hosts for the monitoring group and copy the settings file?,ansible monitoring --list-hosts && cp settings.conf settings_backup.conf
T2xT2,ansible+cp,ansible group --list-hosts | cp path/to/source_file path/to/target_file,ansible group --list-hosts && cp path/to/source_file path/to/target_file,list the hosts in a specific ansible group and then copy a file to a target location,True,Broken English,list web hosts then copy file to home,ansible web --list-hosts && cp src.txt ~/dest.txt
T2xT2,ansible+fzf,ansible group --list-hosts | ps aux | fzf,ansible group --list-hosts | fzf,list hosts in a specific ansible group and select one interactively,True,Lazy,ansible group hosts fzf,ansible group --list-hosts | fzf
T2xT2,ansible+fzf,ansible group --list-hosts | ps aux | fzf,ansible group --list-hosts | fzf,list hosts in a specific ansible group and select one interactively,True,Power,list hosts from the production group and fuzzy search through them,ansible group --list-hosts | fzf
T2xT2,ansible+fzf,ansible group --list-hosts | ps aux | fzf,ansible group --list-hosts | fzf,list hosts in a specific ansible group and select one interactively,True,Direct,show all hosts in the db group and pick one using the fuzzy finder,ansible group --list-hosts | fzf
T2xT2,ansible+fzf,ansible group --list-hosts | ps aux | fzf,ansible group --list-hosts | fzf,list hosts in a specific ansible group and select one interactively,True,Noob,i want to see what servers are in my database group and select one easily,ansible group --list-hosts | fzf
T2xT2,ansible+fzf,ansible group --list-hosts | ps aux | fzf,ansible group --list-hosts | fzf,list hosts in a specific ansible group and select one interactively,True,ChatGPT-style,can you give me a command to list the hosts of a group and let me select one interactively?,ansible group --list-hosts | fzf
T2xT2,ansible+fzf,ansible group --list-hosts | ps aux | fzf,ansible group --list-hosts | fzf,list hosts in a specific ansible group and select one interactively,True,Broken English,list group hosts and fuzzy select,ansible group --list-hosts | fzf
T2xT2,ansible+chown,ansible group --list-hosts | chown :group path/to/file_or_directory,ansible group --list-hosts | xargs chown :group,identify hosts in an ansible group and change their ownership to that group,True,Lazy,ansible chown group,ansible group --list-hosts | xargs chown :group
T2xT2,ansible+chown,ansible group --list-hosts | chown :group path/to/file_or_directory,ansible group --list-hosts | xargs chown :group,identify hosts in an ansible group and change their ownership to that group,True,Power,list hosts in group and recursively change group ownership,ansible group --list-hosts | xargs chown :group
T2xT2,ansible+chown,ansible group --list-hosts | chown :group path/to/file_or_directory,ansible group --list-hosts | xargs chown :group,identify hosts in an ansible group and change their ownership to that group,True,Direct,find hosts in the webserver group and change the group owner to webserver,ansible webserver --list-hosts | xargs chown :webserver
T2xT2,ansible+chown,ansible group --list-hosts | chown :group path/to/file_or_directory,ansible group --list-hosts | xargs chown :group,identify hosts in an ansible group and change their ownership to that group,True,Noob,i want to see what servers are in the database group and then fix the permissions,ansible database --list-hosts | xargs chown :database
T2xT2,ansible+chown,ansible group --list-hosts | chown :group path/to/file_or_directory,ansible group --list-hosts | xargs chown :group,identify hosts in an ansible group and change their ownership to that group,True,ChatGPT-style,what is the best way to get the list of hosts for the monitoring group and then set the group owner to monitoring?,ansible monitoring --list-hosts | xargs chown :monitoring
T2xT2,ansible+chown,ansible group --list-hosts | chown :group path/to/file_or_directory,ansible group --list-hosts | xargs chown :group,identify hosts in an ansible group and change their ownership to that group,True,Broken English,show hosts group web and chown web group,ansible web --list-hosts | xargs chown :web
T2xT2,ansible+make,ansible group --list-hosts | make,ansible group --list-hosts | xargs make,list hosts in a specific group and execute a make target using those hosts as input,True,Lazy,ansible group xargs make,ansible group --list-hosts | xargs make
T2xT2,ansible+make,ansible group --list-hosts | make,ansible group --list-hosts | xargs make,list hosts in a specific group and execute a make target using those hosts as input,True,Power,list hosts in group and run make,ansible group --list-hosts | xargs make
T2xT2,ansible+make,ansible group --list-hosts | make,ansible group --list-hosts | xargs make,list hosts in a specific group and execute a make target using those hosts as input,True,Direct,display the hosts for a group and run make on them,ansible group --list-hosts | xargs make
T2xT2,ansible+make,ansible group --list-hosts | make,ansible group --list-hosts | xargs make,list hosts in a specific group and execute a make target using those hosts as input,True,Noob,how do i see what servers are in this group and then run a build?,ansible group --list-hosts | xargs make
T2xT2,ansible+make,ansible group --list-hosts | make,ansible group --list-hosts | xargs make,list hosts in a specific group and execute a make target using those hosts as input,True,ChatGPT-style,what is the command to show me the members of a group and then run make?,ansible group --list-hosts | xargs make
T2xT2,ansible+make,ansible group --list-hosts | make,ansible group --list-hosts | xargs make,list hosts in a specific group and execute a make target using those hosts as input,True,Broken English,show hosts group then run make,ansible group --list-hosts | xargs make
T2xT2,ansible+perl,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',list hosts in a specific ansible group and filter the results using a perl regex pattern,True,Lazy,ansible perl filter,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,ansible+perl,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',list hosts in a specific ansible group and filter the results using a perl regex pattern,True,Power,ansible hosts filtered via perl regex,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,ansible+perl,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',list hosts in a specific ansible group and filter the results using a perl regex pattern,True,Direct,show ansible group members that match regex,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,ansible+perl,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',list hosts in a specific ansible group and filter the results using a perl regex pattern,True,Noob,how do i see which hosts in my group match this weird pattern?,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,ansible+perl,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',list hosts in a specific ansible group and filter the results using a perl regex pattern,True,ChatGPT-style,what is the best way to list ansible hosts and apply a perl filter?,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,ansible+perl,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i',list hosts in a specific ansible group and filter the results using a perl regex pattern,True,Broken English,ansible list hosts filter perl,ansible group --list-hosts | perl -n -e 'print if m/regex1/ and m/regex2/i'
T2xT2,bundle+consul,bundle update | consul --help,bundle update && consul --help,update gems and display help for consul,True,Lazy,bundle update consul help,bundle update && consul --help
T2xT2,bundle+consul,bundle update | consul --help,bundle update && consul --help,update gems and display help for consul,True,Power,refresh gems and show consul documentation,bundle update && consul --help
T2xT2,bundle+consul,bundle update | consul --help,bundle update && consul --help,update gems and display help for consul,True,Direct,update the project gems and check the consul commands,bundle update && consul --help
T2xT2,bundle+consul,bundle update | consul --help,bundle update && consul --help,update gems and display help for consul,True,Noob,how do i make sure my ruby gems are up to date and see what consul can do?,bundle update && consul --help
T2xT2,bundle+consul,bundle update | consul --help,bundle update && consul --help,update gems and display help for consul,True,ChatGPT-style,please update my gems and provide a list of consul options,bundle update && consul --help
T2xT2,bundle+consul,bundle update | consul --help,bundle update && consul --help,update gems and display help for consul,True,Broken English,update gems check consul options,bundle update && consul --help
T2xT2,bundle+gpg,bundle update | gpg --clearsign doc.txt,bundle update && gpg --clearsign Gemfile.lock,update gems and then sign the generated lock file,True,Lazy,bundle update gpg sign,bundle update && gpg --clearsign Gemfile.lock
T2xT2,bundle+gpg,bundle update | gpg --clearsign doc.txt,bundle update && gpg --clearsign Gemfile.lock,update gems and then sign the generated lock file,True,Power,update dependencies and sign the lock file with gpg,bundle update && gpg --clearsign Gemfile.lock
T2xT2,bundle+gpg,bundle update | gpg --clearsign doc.txt,bundle update && gpg --clearsign Gemfile.lock,update gems and then sign the generated lock file,True,Direct,update the gem dependencies and sign the lock file,bundle update && gpg --clearsign Gemfile.lock
T2xT2,bundle+gpg,bundle update | gpg --clearsign doc.txt,bundle update && gpg --clearsign Gemfile.lock,update gems and then sign the generated lock file,True,Noob,i want to make sure all my ruby gems are up to date and signed,bundle update && gpg --clearsign Gemfile.lock
T2xT2,bundle+gpg,bundle update | gpg --clearsign doc.txt,bundle update && gpg --clearsign Gemfile.lock,update gems and then sign the generated lock file,True,ChatGPT-style,could you please update the gems and sign the lock file for me?,bundle update && gpg --clearsign Gemfile.lock
T2xT2,bundle+gpg,bundle update | gpg --clearsign doc.txt,bundle update && gpg --clearsign Gemfile.lock,update gems and then sign the generated lock file,True,Broken English,update gems then sign lock file,bundle update && gpg --clearsign Gemfile.lock
T2xT2,bundle+mongosh,bundle update | mongosh,bundle update && mongosh,update ruby gems and connect to the mongodb shell,True,Lazy,bundle update then mongosh,bundle update && mongosh
T2xT2,bundle+mongosh,bundle update | mongosh,bundle update && mongosh,update ruby gems and connect to the mongodb shell,True,Power,update gems then connect to mongodb,bundle update && mongosh
T2xT2,bundle+mongosh,bundle update | mongosh,bundle update && mongosh,update ruby gems and connect to the mongodb shell,True,Direct,update the ruby gems and then open a connection to the database,bundle update && mongosh
T2xT2,bundle+mongosh,bundle update | mongosh,bundle update && mongosh,update ruby gems and connect to the mongodb shell,True,Noob,how do i make sure my ruby gems are up to date and check my database at the same time?,bundle update && mongosh
T2xT2,bundle+mongosh,bundle update | mongosh,bundle update && mongosh,update ruby gems and connect to the mongodb shell,True,ChatGPT-style,please update my gems and then connect me to the database server,bundle update && mongosh
T2xT2,bundle+mongosh,bundle update | mongosh,bundle update && mongosh,update ruby gems and connect to the mongodb shell,True,Broken English,update gems then go to database,bundle update && mongosh
T2xT2,bundle+fzf,bundle update | ps aux | fzf,bundle update | fzf,update gem dependencies and select one from the results using fuzzy search,True,Lazy,bundle update fzf,bundle update | fzf
T2xT2,bundle+fzf,bundle update | ps aux | fzf,bundle update | fzf,update gem dependencies and select one from the results using fuzzy search,True,Power,update gems and pipe to fuzzy selector,bundle update | fzf
T2xT2,bundle+fzf,bundle update | ps aux | fzf,bundle update | fzf,update gem dependencies and select one from the results using fuzzy search,True,Direct,update ruby gems and then filter the output list,bundle update | fzf
T2xT2,bundle+fzf,bundle update | ps aux | fzf,bundle update | fzf,update gem dependencies and select one from the results using fuzzy search,True,Noob,hey can you help me update my app's libraries and pick one?,bundle update | fzf
